start_time,range_min,WFC,pointing vector,IorD,duct_time,forcus_f,UHR_file_name,lsm,duct_wid_data_n,Plotted
2018-07-11/03:45:00,40,1,,,,,kuma,,,
2018-07-14/13:50:00,20,1,,,,,kuma,,,
2018-07-18/06:10:00,30,1,,,,,kuma,,,
2018-07-19/10:15:00,5,1,,,,,kuma,,,
2018-07-21/06:50:00,5,1,,,,,kuma,,,
2018-07-23/15:25:00,15,1,,,,,kuma,,,
2018-07-26/03:20:00,30,1,,,,,kuma,,,
2018-07-26/09:45:00,5,1,,,,,kuma,,,
2018-07-27/04:45:00,5,1,,,,,kuma,,,
