start_time,range_min,WFC,pointing vector,IorD,duct_time,forcus_f,UHR_file_name,lsm,duct_wid_data_n,Plotted
2018-06-05/13:10:00,30,1,,,,,kuma,,,
2018-06-09/06:05:00,5,1,,,,,kuma,,,
2018-06-22/05:55:00,40,1,,,,,kuma,,,
2018-06-25/09:35:00,5,1,ISEE作と値が違う...,,,,kuma,,,
