start_time,range_min,WFC,pointing vector,IorD,duct_time,forcus_f,UHR_file_name,lsm,duct_wid_data_n,Plotted
2018-08-14/01:30:00,10,1,,,,,kuma,,,
2018-08-22/14:25:00,15,1,,,,,kuma,,,
2018-08-24/13:45:00,30,1,,,,,kuma,,,
2018-08-29/07:30:00,30,1,,,,,kuma,,,
